"Dialog_Turn","Date","Discussion_Id","Quote_Author","Quote_Id","Quote_Text","Response_Author","Response_Id","Response_Text","Subtopic","Topic","Post_Counter","Time"
"","02-22-2012","16151","Steeeeve","449615","sinjin and gansao, Are you against FORCING people to have a background check prior to owning a handgun or FORCING people who own a business to pay for insurance offering contraception or FORCING people to purchase health insurance in general? I just want to understand what the criteria is for forcing something upon others in your mind.","sinjin","449655","A background check is meant to exclude one from the list of those prohibited from legally purchasing firearms. The transvaginal ultrasound in question serves no public interest other than to attempt to discourage women from obtaining a legal medical procedure because it is morally repugnant to some. As far as the contraception question goes, I think it is like other lifestyle choices that are personal and should not be open to picking and choosing by the employer. Comprehensive medical coverage is just that. Otherwise employers could decide not to cover any sort of lifestyle choices made by employess they didn't like. Overeating, smoking, too much procreating, alcohol related treatment. I asked before and I'll ask again. If the church is against out of wedlock births should they be able to deny maternity benefits to an unmarried employee? How is that different?","women-protest-anti-abortion-bills-virginia","abortion-debates","31","11:35 AM"
"","02-22-2012","16151","sinjin","449655","A background check is meant to exclude one from the list of those prohibited from legally purchasing firearms. The transvaginal ultrasound in question serves no public interest other than to attempt to discourage women from obtaining a legal medical procedure because it is morally repugnant to some. As far as the contraception question goes, I think it is like other lifestyle choices that are personal and should not be open to picking and choosing by the employer. Comprehensive medical coverage is just that. Otherwise employers could decide not to cover any sort of lifestyle choices made by employess they didn't like. Overeating, smoking, too much procreating, alcohol related treatment. I asked before and I'll ask again. If the church is against out of wedlock births should they be able to deny maternity benefits to an unmarried employee? How is that different?","Steeeeve","449659","So forcing something is not really the problem so much as whether or not ""forcing"" is in the public interest. To you it is not but to others it might be, yes?","women-protest-anti-abortion-bills-virginia","abortion-debates","34","12:31 PM"
"","02-22-2012","16151","Steeeeve","449659","So forcing something is not really the problem so much as whether or not ""forcing"" is in the public interest. To you it is not but to others it might be, yes?","sinjin","449666","The procedure is neither in the public interest nor that of the patient's. It's legal coercion inspired by religion. When my son was born I was ""required"" to listen to a 15 minute lecture on why circumcision was now a bad thing before I could have my son cut. I found it offensive since the lecture had nothing to do with medicine.","women-protest-anti-abortion-bills-virginia","abortion-debates","37","01:12 PM"
"","02-22-2012","16151","sinjin","449666","The procedure is neither in the public interest","Steeeeve","449681","That's for the public to decide now isn't it. Nevertheless, my point was that ""forcing"" was never really the issue...just whether or not you agree with THAT to be forced since you don't believe their is an interest. I'm fine if you think it is a bad law because it doesn't serve a valid purpose but don't say ""forcing"" is the reasoning behind it.","women-protest-anti-abortion-bills-virginia","abortion-debates","45","06:02 PM"
"","02-22-2012","16151","Steeeeve","449681","That's for the public to decide now isn't it.","sinjin","449682","I don't think so. Public will is subordinate to the Constitutional rights of the individual.","women-protest-anti-abortion-bills-virginia","abortion-debates","46","06:11 PM"
"","02-22-2012","16151","Steeeeve","449681","I'm fine if you think it is a bad law because it doesn't serve a valid purpose but don't say ""forcing"" is the reasoning behind it.","sinjin","449683","I support forcing people to do many things. Serve in the military, pay taxes, go to school, etc.","women-protest-anti-abortion-bills-virginia","abortion-debates","47","06:23 PM"
"","02-22-2012","16151","sinjin","449682","I don't think so. Public will is subordinate to the Constitutional rights of the individual.","Steeeeve","449691","Right but you said ""public interest"" and that would clearly be defined by the public. Nothing discussed on this thread has any constitutional questions.","women-protest-anti-abortion-bills-virginia","abortion-debates","48","07:29 PM"
"","02-22-2012","16151","sinjin","449683","I support forcing people to do many things. Serve in the military, pay taxes, go to school, etc.","Steeeeve","449692","Right, so really there is no problem with the ""forcing"" part of this bill...it is the reasoning behind the bill. I have a problem with the way the opponents of the bill are going about their protest. They claim it is so immoral to ""force"" something yet, like you suggest, that is never the issue. The issue is that there is no legitimate reason to force this particular procedure. The debate should be what is a ""legitimate reason"" as opposed to whether or not we should force people to do something....yes?","women-protest-anti-abortion-bills-virginia","abortion-debates","49","07:32 PM"
"","02-23-2012","16151","sinjin","449741","Where outside of religion is a person composed of 2,4,8 cells?","Steeeeve","449744","person is just a word...it can represent anything. Many doctors see an embryo of 4,5,6 weeks as an individual. When most abortions occur there is a heart beat and many normal functions of born humans. Hell, at 6-7 weeks the fetus has eyes, arms, and legs and a few weeks later has visible fingers. The possible downside for anti-abortion folks is that an ultrasound, even transvaginal, normally can't see enough detail to tell any of this (maybe heart beat at 8 wks). This can have an adverse effect of making people think they are just hacking out a few unwanted cells when in reality there is a lot more going on. Seems to me showing them a picture of what they are about to abort would be more effective.","women-protest-anti-abortion-bills-virginia","abortion-debates","64","06:45 PM"
"","02-24-2012","16151","Steeeeve","449744","person is just a word...it can represent anything. Many doctors see an embryo of 4,5,6 weeks as an individual. When most abortions occur there is a heart beat and many normal functions of born humans. Hell, at 6-7 weeks the fetus has eyes, arms, and legs and a few weeks later has visible fingers. The possible downside for anti-abortion folks is that an ultrasound, even transvaginal, normally can't see enough detail to tell any of this (maybe heart beat at 8 wks). This can have an adverse effect of making people think they are just hacking out a few unwanted cells when in reality there is a lot more going on. Seems to me showing them a picture of what they are about to abort would be more effective.","sinjin","449772","Effective at what exactly? Rhetorical of course. Tracy Weitz, an assistant professor in the Department of Obstetrics, Gynecology and Reproductive Sciences at the University of California at San Francisco, performed a recent study on whether or not forced ultrasounds prior to abortion procedures changed womens minds and caused them to cancel the procedure; it did not. The study concluded that viewing an ultrasound is not an indication that a woman will cancel her scheduled procedure, regardless of what emotional response the sonogram elicits. Sonogram laws do not change women?s minds // thedailycougar.com","women-protest-anti-abortion-bills-virginia","abortion-debates","65","11:02 AM"
