"Date","DiscussionId","PageId","QuoteAuthor","QuoteId","QuoteText","ResponseAuthor","ResponseId","ResponseText","Subtopic","Time","Topic","postCounter"
"04-25-2010","13783",20,"smiley","399344","Pro-satanic? You really should join reality some tme. Your rhetoric is truly pathetic.","Easyrider","399378","Yeah - pro-satanic. ""Who is the liar? It is the man who denies that Jesus is the Christ. Such a man is the antichristhe denies the Father and the Son."" - 1 John 2:22 That would be you, O Christ-denier!","delusion-atheists","08:20 AM","creation-intelligent-design-vs-evolution","286"
"04-25-2010","13783",20,"Easyrider","399378","Yeah - pro-satanic. ""Who is the liar? It is the man who denies that Jesus is the Christ. Such a man is the antichristhe denies the Father and the Son."" - 1 John 2:22 That would be you, O Christ-denier!","trebor","399395","Oh my.. what a stupid piece of fluff you try to quote out of context that is a stupid piece of self justification for hate and bigotry. Keep up the good work Easyrider. You and Archy are driving more people away from Christianity that all the atheists in the world could.","delusion-atheists","10:54 AM","creation-intelligent-design-vs-evolution","287"
"04-25-2010","13783",20,"Easyrider","399378","Yeah - pro-satanic. ""Who is the liar? It is the man who denies that Jesus is the Christ. Such a man is the antichristhe denies the Father and the Son."" - 1 John 2:22 That would be you, O Christ-denier!","smiley","399419","Who is the liar? Certainly not me. You?","delusion-atheists","01:50 PM","creation-intelligent-design-vs-evolution","288"
"04-25-2010","13783",20,"trebor","399218","I note that you don't actually discuss the context, and how other people read that context. I will note that you concentrate on one line, and not context. The people that disagree use the whole paragraph. Hum. I wonder if that is what the difference is. Someone who actually reads the whole paragraph, and not a quote mine.","Steeeeve","399433","I'm not the one that gave the one line. Use the context of the entire paragraph or Bible for that matter and I'm just more right.","delusion-atheists","06:04 PM","creation-intelligent-design-vs-evolution","289"
"04-25-2010","13783",20,"Steeeeve","399433","I'm not the one that gave the one line. Use the context of the entire paragraph or Bible for that matter and I'm just more right.","trebor","399434","Prove it. Let's see you put your money where your mouth is.","delusion-atheists","06:11 PM","creation-intelligent-design-vs-evolution","290"
"04-26-2010","13783",20,"Steeeeve","399433","I'm not the one that gave the one line. Use the context of the entire paragraph or Bible for that matter and I'm just more right.","Archangel","399486","You waste your time steeeeve, he will never accept that the NT is a continuation of the OT and that Jesus is the Jewish Messiah who fulfilled the OT prophecies of His promised coming.","delusion-atheists","01:41 PM","creation-intelligent-design-vs-evolution","291"
"04-26-2010","13783",20,"Archangel","399486","You waste your time steeeeve, he will never accept that the NT is a continuation of the OT and that Jesus is the Jewish Messiah who fulfilled the OT prophecies of His promised coming.","smiley","399493","Possibly because it is complete and utter BS.","delusion-atheists","02:55 PM","creation-intelligent-design-vs-evolution","292"
"04-26-2010","13783",20,"smiley","399493","Possibly because it is complete and utter BS.","Archangel","399496","You speak as if your statement is one of fact and not a belief on your part based on your spiritual blindness. The best you can hope for is to say that as far as you know it is utter BS. The FACT is though that you are in for a rude awakening when you learn one day that the bible and all that it contains represents Gods word for humanity.","delusion-atheists","03:19 PM","creation-intelligent-design-vs-evolution","293"
"04-26-2010","13783",20,"Archangel","399496","You speak as if your statement is one of fact and not a belief on your part based on your spiritual blindness. The best you can hope for is to say that as far as you know it is utter BS. The FACT is though that you are in for a rude awakening when you learn one day that the bible and all that it contains represents Gods word for humanity.","smiley","399497","What can I say apart from . . . You speak as if your statement is one of fact and not a belief on your part based on your spiritual blindness. . . . Touche.","delusion-atheists","03:23 PM","creation-intelligent-design-vs-evolution","294"
"04-26-2010","13783",20,"Archangel","399503","Then we shall see when we get to the other side of the veil smiley, until then I'm wasting my time attempting to reason with you.","smiley","399505","At least we can agree on something. You are wasting your time.","delusion-atheists","03:43 PM","creation-intelligent-design-vs-evolution","296"
